author,commits_number,bug_commits_number,total_fix_distance,total_find_bug_time,total_fix_bug_time
Albert Herranz,41,1,1.0,290176604.0,290176604.0
Yang Yingliang,47,2,2.0,7166828.0,7166828.0
Wambui Karuga,127,2,2.0,8785689.0,8785689.0
Uma Shankar,45,3,5.0,3397446.0,19386341.0
Sangbeom Kim,42,2,5.5,70319415.0,245732019.0
Saeed Bishara,42,1,2.3333333333333335,170629882.66666666,217102136.0
Roderick Colenbrander,42,1,1.0,8042828.0,8042828.0
Michael Tretter,42,2,2.0,7064687.0,7064687.0
Manu Gautam,42,7,9.1,91687842.2,103913655.0
Manish Rangankar,48,2,4.0,12310718.0,247543678.0
Loc Ho,42,3,3.0,197155120.0,197155120.0
KY Srinivasan,42,1,5.666666666666667,24426750.166666668,64215082.0
Joshua Clayton,42,2,2.0,131683780.0,131683780.0
Hai Li,42,2,3.6666666666666665,100073740.33333333,146437652.0
Benjamin Thery,42,1,3.8333333333333335,32257974.5,219068645.0
Bandan Das,42,3,5.0,7253946.0,194731522.0
Arjun Vynipadath,42,4,5.0,10359086.0,18865577.0
Anatol Pomozov,42,2,5.0,75789620.0,262523669.0
Akihiro Tsukada,42,1,1.3333333333333333,8738583.0,15936661.666666666
Wen Gong,60,3,3.0,14903506.0,14903506.0
Vardan Mikayelyan,43,2,2.0,66711777.0,66711777.0
Tzung-Bi Shih,63,4,4.0,10144844.0,10144844.0
Tycho Andersen,43,5,5.333333333333333,69715188.0,85629167.0
Shannon Zhao,43,2,2.333333333333333,212767058.0,252045324.0
Shakeel Butt,48,3,3.0,50211194.0,50211194.0
Ritesh Harjani,76,2,2.0,3633552.0,3633552.0
Prabhakar Kushwaha,43,1,2.5,75035985.5,189797233.0
Philipp Rudo,45,5,5.333333333333333,84042871.0,87964476.0
Lorenzo Colitti,44,8,12.666666666666666,335054533.0,527076644.0
Liang Zhen,43,4,5.916666666666667,76668778.58333334,138227039.0
John Hubbard,82,2,2.0,1972343.0,1972343.0
Jingchang Lu,43,2,4.0,100334860.0,301544450.0
Gui Jianfeng,43,1,1.0,180317613.0,180317613.0
Ganapathi Bhat,44,5,5.0,62829543.0,62829543.0
Emil Medve,43,2,2.666666666666667,6882037.0,10128943.0
Chris Park,43,1,1.5,3060111.0,5084258.0
Chandan Rajendra,43,1,2.0,35079478.5,64730157.0
Arvid Brodin,43,2,5.583333333333333,131876087.5,316189962.0
Alex Smith,44,4,7.0,198826909.0,230507187.0
Alastair D'Silva,43,5,5.25,36078529.25,38009183.0
Aaron Liu,50,1,1.0,319103.0,319103.0
Shaokun Zhang,48,1,1.0,38171774.0,38171774.0
Rodrigo Siqueira,52,2,3.0,19858050.0,24494348.0
Robin Gong,45,2,2.5,115197705.5,155028514.0
Rich Felker,44,1,1.0,6105893.0,6105893.0
Prike Liang,57,1,2.0,0.0,5408603.0
Peter Wu,44,3,3.0,24107615.0,24107615.0
Nayna Jain,46,5,5.0,48493540.0,48493540.0
Mustafa Ismail,44,1,1.25,29491122.75,33417568.0
Milian Wolff,44,3,5.25,148804949.5,182417014.0
Martin Bugge,44,1,1.0,149908472.0,149908472.0
Frieder Schrempf,47,3,3.0,15777620.0,15777620.0
Christian Hewitt,63,3,3.0,38906994.0,38906994.0
Brendan Higgins,46,2,3.0,29286002.0,54823187.0
Behan Webster,44,3,8.0,122289518.0,264227665.0
Andrey Utkin,44,1,1.0,83595252.0,83595252.0
Andrey Smetanin,44,3,5.0,268442756.0,277692728.0
Andreas Klinger,45,3,6.0,56776018.0,108168017.0
Zong Li,66,1,1.0,2498080.0,2498080.0
Zefir Kurtisi,45,1,1.0,45063578.0,45063578.0
Sean MacLennan,45,1,1.0,117290301.0,117290301.0
Scott Branden,48,5,7.0,150363843.0,189047490.0
Ross Lagerwall,46,1,1.0,13922622.0,13922622.0
Quentin Lambert,45,2,2.0,1558401.0,1558401.0
Loic Pallardy,46,5,5.833333333333333,82427663.33333334,105535871.0
Junaid Shahid,47,1,1.0,534136.0,534136.0
Jerry Hoemann,45,1,3.0,2.0,5765914.0
Horia Geanta,45,1,1.6666666666666667,174058603.0,217113448.0
Guodong Xu,45,1,1.0,6890295.0,6890295.0
Daniel Kiper,45,2,3.0,2299112.0,4598223.0
Chen Yu,48,2,5.0,22220528.0,28626929.0
Wan ZongShun,46,3,5.0,233153222.0,600834198.0
Sudeep KarkadaNagesha,46,1,1.0,68401325.5,68401325.5
Stratos Karafotis,46,4,5.5,158143432.5,200416251.0
Stefani Seibold,46,1,1.0,205202484.0,205202484.0
Solomon Peachy,46,1,2.0,78343464.0,200490023.0
Sandipan Das,54,5,7.0,60975345.0,91264537.0
Ram Amrani,46,9,14.166666666666666,58565444.28030303,243757917.4015152
Phoebe Buckheister,46,1,1.0,489982.0,489982.0
Oleksandr Andrushchenko,46,8,8.0,96942302.0,96942302.0
Michael Zoran,46,4,5.0,55151617.0,70940989.0
Ken Cox,46,1,2.0,118725180.0,184487493.0
Jonghwan Choi,47,1,8.0,7911910.0,171796052.0
Christoph Paasch,48,1,1.0,3682475.0,3682475.0
Amit Cohen,50,1,1.0,580323.0,580323.0
Adam Borowski,46,2,2.5,47633129.0,55724032.0
Yong Zhi,53,5,7.666666666666666,13679566.0,22601041.0
Yixun Lan,47,7,9.0,126893565.0,140974183.0
Xishi Qiu,47,1,1.0,4575299.0,4575299.0
Shaoyun Liu,47,1,2.0,29079524.5,42286294.0
Romain Izard,47,1,1.0,60715814.0,60715814.0
Minwoo Im,47,1,1.0,2468027.0,2468027.0
Melike Yurtoglu,47,1,1.0,40699420.0,40699420.0
Mark Zhang,55,10,11.166666666666666,52452307.0,61130499.0
Ken Wang,47,4,6.75,245415831.5,317369455.0
Erik Stromdahl,48,2,3.0,41725298.0,44288696.0
Brian Austin,47,4,4.75,216628236.0,241366748.0
Boqun Feng,50,1,2.0,92266499.0,121293042.0
Alexey Kodanev,47,3,3.0,11504094.0,11504094.0
Yuval Shaia,48,3,3.0,8357209.0,8357209.0
Victor Kamensky,48,2,2.0,90316016.0,90316016.0
Vaibhav Jain,49,3,4.25,42299271.25,52425773.0
Tiejun Chen,48,3,10.0,56571721.0,177467121.0
Thara Gopinath,48,2,2.0,8279148.0,8279148.0
Suresh Reddy,48,1,1.0,193596316.0,193596316.0
Stephane Viau,48,1,2.0,102108519.0,142117842.0
Rajneesh Bhardwaj,52,5,5.0,83248534.0,83248534.0
Mikko Rapeli,48,1,1.0,2158889.0,2158889.0
Luo Jiaxing,52,1,1.0,4151553.0,4151553.0
Lars Persson,48,5,7.2,100849110.6,138696598.8
Krzysztof Opasiak,48,3,4.0,111066633.0,176964516.0
Jules Irenge,103,1,1.0,5453591.0,5453591.0
Jaedon Shin,48,1,2.2857142857142856,67897376.0,121987160.85714285
Flavio Leitner,48,2,2.0,25336612.0,25336612.0
Eryu Guan,49,1,1.0,839881.0,839881.0
David Lin,48,1,1.0,3873755.0,3873755.0
Christoph Fritz,48,1,1.0,745900.0,745900.0
Bert Kenward,48,4,4.5,56580743.0,62963223.0
Atul Gupta,48,7,7.0,7973745.0,7973745.0
Andy Green,48,1,1.0,676017.0,676017.0
Vince Bridgers,49,1,1.0,7933126.0,7933126.0
Sudeep Dutt,49,4,4.5,185505912.0,236950205.0
Stephane Grosjean,49,3,4.333333333333333,343600525.3333334,614030713.0
Ranjani Sridharan,66,2,2.0,2896543.0,2896543.0
Philippe CORNU,49,1,1.0,970052.0,970052.0
Paul Parsons,49,1,1.0,123234640.0,123234640.0
Pantelis Antoniou,49,3,3.0,57986829.0,57986829.0
Oren Givon,49,2,5.392857142857142,65292577.10714286,106821355.64285713
Maciej Purski,49,5,5.0,90113104.0,90113104.0
Janosch Frank,72,4,4.0,64866533.0,64866533.0
Jammy Zhou,49,2,2.0,28865688.0,28865688.0
Heiko Schocher,49,3,9.833333333333334,108342911.83333333,200471039.0
Gregory Greenman,49,6,6.0,37036894.0,37036894.0
Eric Leblond,49,4,14.0,306390216.0,629278545.0
Denis Carikli,49,3,4.0,100521045.0,113179143.0
Bastien Nocera,49,3,3.5,7883372.5,8264652.0
Aurelien Jarno,49,1,1.0,1001626.0,1001626.0
Andrei Vagin,51,5,6.0,6930088.0,12433483.0
Akash Goel,49,4,10.333333333333332,43832175.66666667,99392461.0
Tomasz Nowicki,50,4,4.0,115990514.0,115990514.0
Sourav Poddar,50,2,4.2,19727308.8,125127124.0
Roman Kiryanov,50,1,1.0,7827622.0,7827622.0
Peter Oskolkov,50,13,17.5,75148258.0,97753404.0
Nadav Har'El,50,3,8.714285714285715,693864936.8571429,748927389.0
Meenakshi Venkataraman,50,1,2.0,116401032.0,130611991.0
Markus Heiser,50,2,6.5,15196775.5,20768809.0
Madhumitha Prabakaran,50,1,1.0,5533226.0,5533226.0
Jerome Marchand,50,3,3.0,100386762.0,100386762.0
Gustavo Pimentel,50,7,8.666666666666668,67552251.0,93872446.0
Feras Daoud,50,5,6.0,100003976.0,123610741.0
Damien Riegel,50,1,1.0,87948780.0,87948780.0
Ben Goz,50,1,1.0,11362841.0,11362841.0
Babu Moger,56,6,9.5,52252994.5,80540537.0
Axel Haslam,50,3,3.0,129061816.0,129061816.0
Arne Jansen,50,2,9.5,210670062.5,504608618.0
Anisse Astier,50,1,1.0,24437480.0,24437480.0
Yonglong Liu,55,3,4.0,10653816.5,13011055.0
Tony Jones,52,3,4.0,149080340.0,261693991.0
Stefano Garzarella,57,4,4.5,10426798.5,10727649.0
Sonika Jindal,51,3,8.0,97868253.0,112146564.0
Sahitya Tummala,58,2,2.0,3393542.0,3393542.0
Rajat Jain,56,7,10.666666666666666,149619110.66666666,177607726.0
Paulo Alcantara,34,4,5.142857142857142,40907481.71428572,48759941.0
Noa Osherovich,51,6,9.0,154291649.25,218149443.0
Michael Walle,100,2,3.0,1220021.0,1272070.0
Jubin John,51,1,2.5,8178041.0,14185205.0
Jason Yan,283,3,3.8333333333333335,45553870.333333336,50704854.0
Esben Haabendal,55,5,6.0,37290886.0,48680956.0
Eric Engestrom,51,1,2.0277777777777777,975026.4166666666,7633565.111111111
Bartosz Markowski,51,1,1.0,66114350.0,66114350.0
Arthur Kiyanovski,71,5,5.333333333333333,18494830.0,21207017.0
Alexey Budankov,66,4,5.0,39710689.0,39711217.0
Aaron Sierra,51,1,1.0,15620663.0,15620663.0
Yoshihiro Kaneko,53,1,1.0,5622476.0,5622476.0
Shmulik Ladkani,52,1,2.1666666666666665,2094948.5,4712003.0
Prashant Bhole,52,1,1.0,12155765.0,12155765.0
Pramod Gurav,52,2,2.0,1771377.0,1771377.0
Per Forlin,52,1,2.0,168714593.0,169583768.0
Mike Looijmans,55,6,9.0,107581399.0,160737023.0
Maxime Bizon,52,1,1.0,249774830.0,249774830.0
Matthias Schiffer,54,2,2.0,99036716.0,99036716.0
Fan Du,52,3,3.0,188568588.0,188568588.0
Egbert Eich,52,1,1.0,2419636.0,2419636.0
David Carrillo-Cisneros,52,5,7.666666666666667,98966153.66666667,131772196.0
Casey Leedom,52,1,1.0,265669.0,265669.0
Aisheng Dong,52,5,6.0,12174259.0,38309496.0
Yafang Shao,57,3,3.0,40593683.0,40593683.0
Vikas Shivappa,53,8,15.5,162733898.0,242036305.0
Shobhit Kumar,53,2,2.0,51731552.0,51731552.0
Scott Mayhew,56,2,2.0,13212811.0,13212811.0
Prashant Gaikwad,53,1,1.0,147898905.0,147898905.0
Maxim Patlasov,54,4,8.166666666666666,419030282.3333334,654327345.0
Jun Nie,53,4,6.0,131620055.0,136940820.0
Intiyaz Basha,53,1,1.0,349529.0,349529.0
Gary Bisson,53,4,5.5,125670499.5,149462380.0
Duc Dang,53,2,2.0,5429737.0,5429737.0
Dave Stevenson,54,2,2.5,26646349.5,36525593.0
Chris Rorvick,54,1,3.0,211179.0,142348221.0
Chaotian Jing,53,3,4.0,31648112.0,92893295.0
Yong Wu,56,3,3.25,13594925.75,18101114.25
Tatyana Nikolova,54,1,1.0,66692269.0,66692269.0
Sven Wegener,54,1,6.611111111111111,30683223.944444444,331567190.9444444
Stas Sergeev,54,1,1.0,19168568.0,19168568.0
Paul Turner,55,1,3.0,10107060.0,255555174.0
Michal Suchanek,62,2,2.0,111123233.0,111123233.0
Martin Willi,54,5,12.666666666666668,415923738.6666666,536926909.5
Martin Wilck,57,4,7.0,98347672.0,161031894.0
Martin Peschke,54,1,8.0,330811.0,365395855.0
Martin Fuzzey,58,1,1.0,772527.0,772527.0
Marcin Nowakowski,54,3,4.0,43181440.0,47856538.0
Kalesh AP,54,1,1.0,598051.0,598051.0
Jing Huang,54,1,2.0,120448989.5,228458862.0
Jiada Wang,55,1,1.0,35812006.0,35812006.0
Harish Chegondi,54,1,1.5,5570566.0,9411216.5
Greg Kurz,57,1,2.0,134130128.0,137054493.0
Eli Britstein,56,8,9.833333333333332,65295740.83333333,75946663.0
David Cohen,54,3,5.25,118120337.0,171402413.75
Andreas Fenkart,54,2,2.0,116658293.0,116658293.0
Wenjing Liu,69,2,2.0,5429071.0,5429071.0
Vakul Garg,55,5,6.0,34197298.5,38799865.0
Steve Twiss,55,2,2.0,124793828.0,124793828.0
Stefan Assmann,55,1,1.0,33387548.0,33387548.0
Masakazu Mokuno,55,1,1.0,3430132.0,3430132.0
Manjunath Hadli,55,2,6.0,117998970.0,373194701.0
Lina Iyer,55,5,5.0,75801811.0,75801811.0
Daniel Hellstrom,55,1,2.0,9151193.0,185967862.0
Benson Leung,48,1,1.0,1802934.0,1802934.0
Avri Altman,55,5,5.2,28808988.2,28892638.0
Alexander Potapenko,59,9,12.0,63839444.0,124543501.0
Aapo Vienamo,56,1,1.0,9091166.0,9091166.0
Stafford Horne,61,2,2.0,5718001.0,5718001.0
Shengjiu Wang,75,4,4.0,49364690.0,49364690.0
Nikola Cornij,62,2,2.0,2914980.0,2914980.0
Mao Wenan,58,3,3.0,6549306.0,6549306.0
Emil Goode,56,1,1.0,5556961.0,5556961.0
Dirk Behme,60,1,2.0,101868963.0,163285476.0
Dietmar Eggemann,56,1,1.0,4284716.0,4284716.0
David Disseldorp,65,1,1.0,6310559.0,6310559.0
xinhui pan,63,1,1.0,11060930.0,11060930.0
Wayne Porter,57,1,1.0,524338.0,524338.0
Stefan Weinhuber,57,1,1.5,152103183.0,260743602.0
Shaul Triebitz,64,6,6.0,82204515.5,82204515.5
Shaohui Xie,57,3,5.0,164586053.0,195598211.0
Shalom Toledo,62,1,1.0,594025.0,594025.0
Roman Mashak,65,3,3.0,13766112.0,13766112.0
Petri Gynther,57,3,5.5,114196869.66666666,185925373.0
Hans Schillstrom,57,3,6.0,265070616.0,509123420.0
Gargi Sharma,57,2,2.0,5172187.0,5172187.0
Connor McAdams,57,5,7.0,16889041.0,28475565.0
Chuanxiao Dong,57,1,1.5,7253490.5,9417347.0
Beniamino Galvani,57,4,4.0,469119734.0,469119734.0
Andreas Kemnade,66,2,2.0,2962868.0,2962868.0
Sjoerd Simons,59,2,3.0,88645992.0,132839790.0
Saravana Kannan,77,2,2.0,14893862.0,14893862.0
Pierre-Yves MORDRET,63,7,8.25,153023207.25,193823246.0
Moshe Shemesh,66,10,14.0,91040828.0,126800553.0
Majd Dibbiny,59,8,13.333333333333334,160754303.33333334,290328892.5
Kumar Sanghvi,58,6,9.0,126961114.0,319673377.0
Junxiao Bi,58,4,5.0,224172586.66666666,246741439.0
Jeykumar Sankaran,59,1,1.0,4335007.0,4335007.0
Jack Xiao,58,1,1.0,13818417.0,13818417.0
Hal Rosenstock,58,1,2.0,59700236.0,322078357.0
Greg KH,52,2,3.0,262407630.0,326415636.0
Artemy Kovalyov,58,13,21.116666666666667,169538351.33333334,297143864.0
Andrei Otcheretianski,60,1,1.0,74140929.0,74140929.0
Alexandre Torgue,58,3,3.0,23771091.0,23771091.0
Stanley Chu,93,3,3.333333333333333,18802808.666666664,31498844.333333332
Sinclair Yeh,59,2,2.0,191452438.0,191452438.0
Netanel Belgazal,59,8,10.25,215909740.25,258465397.0
Marcus Folkesson,59,1,1.0,18540297.0,18540297.0
Jorge Ramirez-Ortiz,59,4,5.0,21350962.0,36213853.0
Jean-Baptiste Maneyrol,60,2,2.9642857142857144,62228542.92857143,72478654.0
Haggai Eran,59,15,36.36666666666667,675889587.3333334,1138706809.0
Avraham Stern,63,5,6.111111111111111,94390837.44444445,140532174.8888889
Aurelien Aptel,69,3,3.071428571428571,113136271.21428572,113530978.0
Anirban Chakraborty,59,1,3.0,24943361.5,164290759.0
Todd Kjos,60,8,13.666666666666668,34212257.25,71359150.0
Sony Chacko,60,2,4.1,149467969.9,291030662.0
Shirish Pargaonkar,60,1,2.0,22253291.0,32076550.0
Shawn Bohrer,60,3,4.0,72024357.5,104669032.0
Paul Blakey,112,12,13.0,140056150.0,140951310.0
Kuppuswamy Sathyanarayanan,74,3,3.0,19459251.0,19459251.0
Josh Cartwright,60,2,5.5,79326903.0,254050181.0
Jon Derrick,68,4,7.4,92749332.0,186496897.0
John Hsu,60,1,1.0,633004.0,633004.0
Joao Pinto,60,10,17.5,132042609.5,188676823.0
Haim Dreyfuss,64,11,19.5,166264190.66666666,230506246.66666666
Gabriel FERNANDEZ,60,4,5.0,135969392.0,143902718.0
Dmitry Artamonow,60,2,2.0,169936627.0,169936627.0
Daniel Jurgens,60,14,15.523809523809524,201891285.33333334,205601862.42857143
Yuyang Du,61,6,7.75,50344783.0,66266105.0
Simon Guo,61,4,4.0,112180701.0,112180701.0
Noam Camus,61,1,1.0,30293350.0,30293350.0
Nir Dotan,61,3,4.0,38478693.0,40494608.0
Maxime Coquelin,59,2,4.166666666666666,83375372.33333334,161603603.8333333
Marcin Wojtas,61,8,11.333333333333334,289419572.8333333,304026182.0
Laurent Vivier,61,3,6.333333333333333,375958806.0,656003234.0
Hiroshi Doyu,61,1,2.0,30881214.0,112120740.0
Hans Holmberg,61,5,5.666666666666667,32787204.333333332,36527023.0
Alex Dubov,61,3,3.0,932623042.0,932623042.0
Tahsin Erdogan,62,4,4.666666666666667,84846422.0,87891096.0
Richard Alpe,62,10,15.2,217853224.79999998,312120642.3
Paul Durrant,62,3,3.0,7017135.0,7017135.0
Parthasarathy Bhuvaragan,62,4,4.0,9472513.0,9472513.0
Nitin Gupta,62,2,2.0,12182082.0,12182082.0
Hayes Wang,62,2,2.5,1055007.5,1158913.0
Haishuang Yan,64,3,3.5,318152.5,400483.0
Dongsheng Yang,62,1,5.0,6651592.0,94690191.0
Dedy Lansky,62,1,1.0,922524.0,922524.0
Andrew Duggan,62,3,3.666666666666667,10532433.0,22500795.0
Al Cooper,66,4,6.0,81488216.0,154273777.0
Yasuaki Ishimatsu,63,1,1.5,118409593.5,145492997.0
Wei Liu,65,2,2.0,170380388.0,170380388.0
Steven Price,67,5,5.0,13860990.0,13860990.0
Pawel Osciak,63,5,12.0,401618349.0,761233900.0
Karl Beldan,63,2,3.0,1757068.0,48320668.0
Kai Vehmanen,79,4,4.0,10415321.0,10415321.0
Jun Lei,63,1,2.0,597305.0,5163581.0
Faiz Abbas,68,5,5.666666666666667,64212122.0,64212123.0
Deng-Cheng Zhu,63,2,4.0,150420728.0,162664307.0
Achiad Shochat,63,10,14.382738095238095,282634950.4047619,349539312.075
Xiaotian Feng,64,1,2.3333333333333335,58640935.0,252199010.33333334
Tomer Tayar,71,5,5.0,49214969.0,49214969.0
Jitendra Kalsaria,64,1,1.0,42316695.0,42316695.0
Jarno Rajahalme,64,5,6.5,65955630.5,219648244.0
Jakub Sitnicki,105,7,8.0,79372740.5,86206551.0
Huy Nguyen,65,14,16.125,183323767.5,226365252.0
Greg Thelen,65,2,2.0,13289066.0,13289066.0
George Spelvin,67,3,3.0,42081449.0,42081449.0
Dan Magenheimer,64,1,4.5,130763877.5,187422856.0
Andrey Vagin,64,6,10.3,507321404.7,723783105.2
Andres Rodriguez,64,1,1.0,611232.0,611232.0
Abel Vesa,69,5,5.25,48186365.5,49985720.0
Yaniv Gardi,65,3,4.666666666666667,73128359.33333334,211069955.0
Vipul Pandya,65,1,2.0,100847591.0,176119446.0
Stefan Popa,65,7,9.454545454545455,113579832.0909091,136762849.0
Shashank Sharma,65,7,7.0,46095728.0,46095728.0
Michal Kubecek,98,3,3.0,6276688.0,6276688.0
Joe Lawrence,66,4,5.5,247184094.0,254106081.0
James Chapman,65,11,25.655555555555555,1146010152.0444446,1992000230.5444446
Israel Rukshin,77,2,2.0,6247525.0,6247525.0
Erik Hugne,65,1,1.5,1200331.5,1247049.0
Eddie James,75,5,6.0,49863419.0,55252616.0
Alexander Bondar,65,2,2.5,50558004.0,65999982.5
Yakir Yang,66,3,5.6,14428663.2,41259512.0
Wang YanQing,67,1,1.0,36460026.0,36460026.0
Tyrel Datwyler,69,2,5.333333333333333,67870780.66666666,125773103.0
Tim Harvey,75,3,3.0,87487037.0,87487037.0
Rob Landley,66,1,2.789473684210526,154955215.78947368,259254167.0
Qais Yousef,71,10,12.0,143394329.0,183965463.0
Miaoqing Pan,66,4,4.0,48805402.0,48805402.0
Masahide NAKAMURA,66,1,2.0,272119956.0,272284820.0
Lior David,66,1,1.0,2590094.0,2590094.0
Krishna Kumar,66,1,2.0,105818230.0,191074615.0
He Kuang,66,3,3.0,161438826.0,161438826.0
Govind Singh,70,6,6.5,46333027.0,46411345.0
Frederic Barrat,66,3,4.0,23572458.0,27564740.0
Yongqiang Yang,67,3,7.0,247721868.8333333,640576397.0
Valdis Kletnieks,68,1,1.0,66607.0,66607.0
Tonghao Zhang,77,6,6.0,51569102.0,51569102.0
Seung-Woo Kim,67,1,1.0,8125335.0,8125335.0
Karsten Graul,137,5,8.75,40896401.75,62217659.75
Harsh Jain,67,5,6.25,77869911.58333334,84676371.0
Dmitry Vyukov,68,3,3.0,11857370.0,11857370.0
Bodong Wang,76,10,14.636363636363637,154801790.9090909,238916025.63636363
Andrew Jones,84,1,2.0,34562294.0,97898999.0
Xing Zheng,68,6,8.8,86156353.0,132695303.0
Tony Nguyen,72,1,1.0,920865.0,920865.0
Shiraz Saleem,69,5,5.857142857142858,39056283.28571428,42776436.0
Nikolai Kondrashov,68,1,1.0,12760325.0,12760325.0
Arnaud Pouliquen,70,9,11.333333333333332,66404286.11111111,124034549.0
Anish Bhatt,68,7,7.5,14552055.166666666,14715109.666666666
Padmavathi Venna,69,2,3.0,58181239.0,95049525.0
Ksenija Stanojevic,69,4,4.0,72041237.0,72041237.0
Jakob Bornecrantz,69,1,1.0,232879930.0,232879930.0
Hariprasad S,69,5,8.0,169968966.0,270329211.0
Fuyun Liang,69,4,5.9,113056299.3,120325865.6
Fabien Dessenne,69,4,4.0,147416327.0,147416327.0
Eric Lapuyade,69,1,1.0,53753616.0,53753616.0
Enrico Weigelt,26,1,1.0,11738662.0,11738662.0
Andrew Donnellan,71,3,3.0,14821855.0,14821855.0
Alexandre Bailon,69,3,4.0,51507002.0,60494815.0
Seth Jennings,70,1,3.6666666666666665,14578757.0,122130076.33333333
Sebastian Sanchez,70,5,5.222222222222222,146528409.1111111,147930460.55555555
Madhav Chauhan,70,4,5.0,43619725.5,61817712.0
Joachim Fenkes,70,2,5.5,149672518.66666666,525705299.3333334
Henrik Kretzschmar,70,1,2.0,152155998.0,422181262.0
Gregory Herrero,70,1,1.0,2616504.0,2616504.0
Dimitris Michailidis,70,1,1.2,9305323.0,9930336.0
Brijesh Singh,70,10,11.833333333333332,227744329.41666666,238453298.33333334
Xunlei Pang,71,3,4.833333333333333,24786300.166666668,34269517.83333333
Willy Tarreau,98,2,4.666666666666666,162952758.66666666,192996074.66666666
Vishal Verma,72,12,20.916666666666664,181539448.25,321099907.3333334
Thinh Nguyen,99,2,2.25,23092688.75,25417728.0
Stefan Berger,72,3,5.2,18052264.2,18514991.0
Roy Spliet,73,1,2.0,11111990.0,110708719.0
Roman Li,78,3,3.0,13661808.0,13661808.0
Rene Herman,71,1,1.0,313369658.0,313369658.0
Punit Agrawal,73,3,4.2,45460067.0,54962197.0
Mahesh Kumar,71,4,5.2,50378597.6,73856884.0
Ivan Kokshaysky,73,1,2.0,151790867.0,226750377.0
Flora Cui,71,1,2.0,13060655.0,23354065.0
Eldad Zack,71,2,3.333333333333333,249084245.3333333,361821731.3333334
Daniel Wagner,75,1,1.0,1695655.0,1695655.0
Cliff Wickman,71,1,1.0,53731770.0,53731770.0
Aravind Gopalakrishnan,71,3,6.0,154264161.5,228738162.0
Andrew Murray,75,4,4.75,9606948.5,11461693.0
Tang Chen,72,2,4.666666666666667,202422162.6666667,310213817.25
Samuel Thibault,73,1,1.0,42798459.0,42798459.0
Sam Bobroff,75,3,5.5,33862183.5,56873070.0
Priit Laes,72,1,1.0,12862537.0,12862537.0
Jinshan Xiong,72,2,2.0,47930377.0,47930377.0
Hou Zhiqiang,88,2,5.461538461538462,26827806.46153846,45492407.0
Erez Shitrit,78,12,14.444444444444445,247670647.2222222,260436914.16666666
Cyril Chemparathy,72,2,9.5,47043047.0,436824137.0
Ching Huang,72,1,1.5,2238808.0,4137154.0
Aishwarya Pant,72,1,1.3333333333333333,11923500.0,16929642.0
Aditya Pakki,74,1,1.0,13124513.0,13124513.0
Nick Desaulniers,84,4,4.0,20771776.0,20771776.0
Moritz Fischer,71,3,3.0,67780151.0,67780151.0
Mans Rullgard,74,3,4.0,56402117.0,57714854.0
Jeremy Linton,80,2,2.0,4633146.0,4633146.0
Javi Merino,73,4,6.2,147547164.2,179386265.0
Hari Bathini,76,4,4.5,34340212.0,34815353.0
Fugang Duan,83,5,7.5,273929354.0,433445914.0
Faisal Latif,73,8,10.083333333333332,162168720.75,229649515.0
Daniel Stone,74,4,5.4,51036411.0,80949439.0
Anusha Srivatsa,74,12,19.0,63420226.5,103620299.0
Alistair Popple,80,10,12.466666666666669,254243749.9,362528222.8
Alex Vesker,78,13,16.233333333333334,62018801.2,111453238.0
Sucheta Chakraborty,74,2,6.0,30325460.0,102019131.0
Somnath Kotur,74,1,1.0,3470658.0,3470658.0
Roi Dayan,95,5,6.800000000000001,64822274.0,81098169.0
Rajesh Borundia,74,2,3.5,87485447.0,119274689.0
Markus Mayer,74,4,6.0,207555025.0,222118604.0
Magnus Karlsson,78,14,20.166666666666668,42756334.166666664,98798702.0
Karol Herbst,78,2,2.0,34234120.0,34234120.0
Cyril Bur,74,9,13.0,183367982.0,315954093.0
Cliff Cai,74,1,2.0,168002.0,83236192.0
Chun-Yeow Yeoh,74,1,1.0,25252805.0,25252805.0
Brad Love,89,4,4.0,29215035.0,29215035.0
Uma Krishnan,75,3,3.0,5477069.0,5477069.0
Marc Dietrich,75,1,3.0,15654459.0,152659472.0
Greentime Hu,75,3,3.0,79076223.28571428,79076223.28571428
Govindarajulu Varadarajan,75,7,7.0,139229631.0,139229631.0
Eddie Wai,75,2,2.0,234265870.0,234265870.0
Yan Zheng,76,1,3.6666666666666665,106483775.66666667,288349535.0
Tuomas Tynkkynen,77,2,3.0,59840035.0,70204235.0
Tobias Jakobi,76,1,1.0,10375033.0,10375033.0
Taku Izumi,76,2,2.0,136032962.0,136032962.0
Simon Guinot,76,3,4.0,52740181.0,80066341.0
Serge Semin,164,7,7.0,75840741.0,75840741.0
Li Zhong,76,1,1.0,779926.0,779926.0
Jie Yang,76,5,6.160714285714286,21481561.26785714,29717964.125
Frank Blaschka,76,4,11.416666666666666,415797144.4166667,1123163903.0
Chaitanya Kulkarni,92,8,8.5,38214515.0,42136218.0
Andreas Dilger,76,2,2.0,72775438.0,72775438.0
AKASHI Takahiro,76,11,15.5,191069188.16666666,251058445.66666666
Sridhar Samudrala,77,7,18.166666666666668,298791292.1666667,577778916.0
Selvin Xavier,83,7,9.0,183242430.5,217214433.0
Rhyland Klein,77,2,4.0,357895373.0,461140189.0
Likun Gao,83,1,2.0,4999668.0,11648011.0
Jean Pihet,77,2,4.0,73636432.0,111802018.0
